"","Team","Game","Date","Home","Opponent","WINorLOSS","TeamPoints","OpponentPoints","FieldGoals","FieldGoalsAttempted","FieldGoals.","X3PointShots","X3PointShotsAttempted","X3PointShots.","FreeThrows","FreeThrowsAttempted","FreeThrows.","OffRebounds","TotalRebounds","Assists","Steals","Blocks","Turnovers","TotalFouls","Opp.FieldGoals","Opp.FieldGoalsAttempted","Opp.FieldGoals.","Opp.3PointShots","Opp.3PointShotsAttempted","Opp.3PointShots.","Opp.FreeThrows","Opp.FreeThrowsAttempted","Opp.FreeThrows.","Opp.OffRebounds","Opp.TotalRebounds","Opp.Assists","Opp.Steals","Opp.Blocks","Opp.Turnovers","Opp.TotalFouls"
"3597","DEN","35",2017-12-27,"Away","MIN","L","125","128","42","91",".462","15","39",".385","26","31",".839","11","48","26","3","2","9","24","47","90",".522","12","29",".414","22","30",".733","7","42","27","4","7","6","26"
"3697","DEN","36",2017-12-30,"Home","PHI","L","102","107","35","87",".402","7","32",".219","25","34",".735","10","48","18","10","9","13","12","45","93",".484","8","24",".333","9","10",".900","7","41","34","6","3","13","25"
"3797","DEN","37",2018-01-03,"Home","PHO","W","134","111","51","82",".622","12","27",".444","20","22",".909","8","48","35","8","9","20","16","39","92",".424","13","35",".371","20","28",".714","14","35","26","12","1","12","18"
"3897","DEN","38",2018-01-05,"Home","UTA","W","99","91","38","86",".442","14","35",".400","9","16",".563","4","37","24","9","1","10","11","38","84",".452","12","33",".364","3","6",".500","8","53","26","7","5","17","16"
"3997","DEN","39",2018-01-06,"Away","SAC","L","98","106","35","76",".461","13","34",".382","15","21",".714","8","46","20","2","6","25","17","42","94",".447","9","25",".360","13","17",".765","10","39","21","16","4","9","22"
"4097","DEN","40",2018-01-08,"Away","GSW","L","114","124","47","95",".495","8","19",".421","12","16",".750","13","39","30","8","3","11","16","48","85",".565","13","30",".433","15","21",".714","10","43","33","7","10","16","15"
"41136","DEN","41",2018-01-10,"Home","ATL","L","97","110","38","95",".400","9","37",".243","12","20",".600","14","40","27","13","6","12","18","40","80",".500","12","27",".444","18","18","1.000","6","44","25","6","4","16","23"
"42113","DEN","42",2018-01-12,"Home","MEM","W","87","78","27","70",".386","7","22",".318","26","32",".813","12","47","15","8","3","14","18","30","77",".390","7","24",".292","11","14",".786","8","36","17","8","5","14","28"
"43100","DEN","43",2018-01-13,"Away","SAS","L","80","112","29","83",".349","7","28",".250","15","17",".882","11","41","18","9","4","15","16","41","79",".519","14","27",".519","16","18",".889","6","43","23","9","3","15","17"
"4497","DEN","44",2018-01-16,"Home","DAL","W","105","102","40","86",".465","8","26",".308","17","26",".654","15","47","23","10","3","18","23","38","78",".487","8","27",".296","18","22",".818","5","35","17","10","3","16","24"
"4597","DEN","45",2018-01-17,"Away","LAC","L","104","109","42","97",".433","5","25",".200","15","18",".833","20","54","23","13","7","19","25","40","87",".460","10","30",".333","19","31",".613","17","48","22","10","5","20","16"
"4697","DEN","46",2018-01-19,"Home","PHO","L","100","108","35","78",".449","14","36",".389","16","21",".762","7","42","23","7","5","16","20","40","81",".494","14","33",".424","14","20",".700","4","37","28","9","6","11","21"
"4797","DEN","47",2018-01-22,"Home","POR","W","104","101","34","83",".410","10","30",".333","26","33",".788","14","49","23","7","8","15","20","36","85",".424","8","25",".320","21","26",".808","11","44","19","11","6","11","22"
"4897","DEN","48",2018-01-25,"Home","NYK","W","130","118","48","80",".600","14","28",".500","20","24",".833","2","32","36","3","2","13","20","45","82",".549","8","21",".381","20","24",".833","3","33","32","9","5","10","20"
"4997","DEN","49",2018-01-27,"Home","DAL","W","91","89","34","81",".420","12","33",".364","11","15",".733","9","53","23","6","8","14","21","34","85",".400","11","31",".355","10","19",".526","8","43","17","8","5","8","15"
"5097","DEN","50",2018-01-29,"Home","BOS","L","110","111","42","93",".452","10","33",".303","16","21",".762","15","47","31","4","3","10","14","43","91",".473","17","36",".472","8","10",".800","10","40","28","4","6","9","19"
"51136","DEN","51",2018-01-30,"Away","SAS","L","104","106","40","86",".465","10","23",".435","14","14","1.000","10","38","22","11","6","13","14","46","92",".500","9","24",".375","5","5","1.000","13","43","33","4","9","16","15"
"52113","DEN","52",2018-02-01,"Home","OKC","W","127","124","50","97",".515","15","38",".395","12","17",".706","9","43","32","3","10","11","17","51","98",".520","9","28",".321","13","17",".765","9","40","34","5","6","7","18"
"53100","DEN","53",2018-02-03,"Home","GSW","W","115","108","39","91",".429","12","29",".414","25","29",".862","16","48","28","7","0","15","17","43","86",".500","8","31",".258","14","23",".609","11","42","28","9","10","13","23"
"5497","DEN","54",2018-02-05,"Home","CHO","W","121","104","46","81",".568","18","34",".529","11","13",".846","5","41","30","10","2","11","15","39","77",".506","11","26",".423","15","24",".625","5","36","21","7","1","10","16"
"5597","DEN","55",2018-02-09,"Away","HOU","L","104","130","42","88",".477","3","28",".107","17","21",".810","7","39","25","7","2","10","20","43","86",".500","19","41",".463","25","34",".735","11","48","26","5","7","11","16"
"5697","DEN","56",2018-02-10,"Away","PHO","W","123","113","45","88",".511","13","29",".448","20","22",".909","6","37","20","10","5","13","23","46","84",".548","7","19",".368","14","25",".560","8","36","24","7","9","15","24"
"5797","DEN","57",2018-02-13,"Home","SAS","W","117","109","46","93",".495","10","32",".313","15","18",".833","11","35","29","10","3","11","18","44","82",".537","6","22",".273","15","22",".682","10","42","24","6","7","18","22"
"5897","DEN","58",2018-02-15,"Away","MIL","W","134","123","47","85",".553","24","40",".600","16","20",".800","8","34","37","9","6","18","23","49","92",".533","9","26",".346","16","22",".727","11","40","27","9","5","16","20"
"5997","DEN","59",2018-02-23,"Home","SAS","W","122","119","48","97",".495","12","32",".375","14","19",".737","18","52","33","5","3","11","27","43","85",".506","5","16",".313","28","39",".718","11","38","28","4","4","7","20"
"6097","DEN","60",2018-02-25,"Home","HOU","L","114","119","44","91",".484","10","29",".345","16","24",".667","12","36","33","13","6","13","27","39","77",".506","15","35",".429","26","32",".813","11","42","18","7","3","18","23"
"61136","DEN","61",2018-02-27,"Home","LAC","L","120","122","43","87",".494","10","31",".323","24","30",".800","11","41","27","11","7","20","27","46","89",".517","7","26",".269","23","31",".742","13","43","26","12","7","18","25"
"62113","DEN","62",2018-03-02,"Away","MEM","W","108","102","40","73",".548","6","22",".273","22","26",".846","6","37","18","17","3","22","22","40","91",".440","10","27",".370","12","15",".800","17","40","26","14","3","20","23"
"63100","DEN","63",2018-03-03,"Away","CLE","W","126","117","47","86",".547","19","35",".543","13","15",".867","6","35","35","4","3","9","19","46","88",".523","9","24",".375","16","21",".762","12","41","25","5","2","9","16"
"6497","DEN","64",2018-03-06,"Away","DAL","L","107","118","38","92",".413","11","36",".306","20","26",".769","11","49","23","5","8","14","16","43","90",".478","15","27",".556","17","23",".739","9","51","24","8","3","15","20"
"6597","DEN","65",2018-03-07,"Home","CLE","L","108","113","42","86",".488","10","27",".370","14","18",".778","14","51","22","7","2","21","16","44","87",".506","13","29",".448","12","18",".667","7","35","25","10","4","10","19"
"6697","DEN","66",2018-03-09,"Home","LAL","W","125","116","42","83",".506","15","31",".484","26","30",".867","7","36","30","10","6","12","16","45","92",".489","14","35",".400","12","16",".750","12","44","25","8","6","15","23"
"6797","DEN","67",2018-03-11,"Home","SAC","W","130","104","50","89",".562","15","37",".405","15","21",".714","8","51","38","2","4","7","17","39","91",".429","6","31",".194","20","26",".769","7","38","26","3","1","3","21"
"6897","DEN","68",2018-03-13,"Away","LAL","L","103","112","38","86",".442","13","40",".325","14","19",".737","5","44","26","12","4","19","26","40","90",".444","15","40",".375","17","25",".680","12","52","20","6","3","15","23"
"6997","DEN","69",2018-03-15,"Home","DET","W","120","113","43","85",".506","12","28",".429","22","28",".786","10","45","26","7","8","15","15","44","92",".478","14","27",".519","11","17",".647","9","41","30","8","4","11","20"
"7097","DEN","70",2018-03-17,"Away","MEM","L","94","101","32","87",".368","9","33",".273","21","29",".724","18","49","17","10","5","7","25","33","81",".407","13","32",".406","22","28",".786","14","47","21","5","9","11","20"
"71136","DEN","71",2018-03-19,"Away","MIA","L","141","149","46","100",".460","18","38",".474","31","37",".838","11","46","23","10","5","13","25","56","102",".549","20","36",".556","17","27",".630","7","46","36","5","11","11","26"
"72113","DEN","72",2018-03-21,"Away","CHI","W","135","102","51","83",".614","20","35",".571","13","16",".813","8","45","34","9","6","17","13","39","89",".438","13","38",".342","11","14",".786","9","34","29","12","4","15","22"
"73100","DEN","73",2018-03-23,"Away","WAS","W","108","100","37","85",".435","17","34",".500","17","18",".944","7","38","25","5","10","10","16","38","80",".475","14","28",".500","10","14",".714","8","46","28","3","2","17","21"
"7497","DEN","74",2018-03-26,"Away","PHI","L","104","123","36","84",".429","11","32",".344","21","34",".618","9","37","27","10","7","15","21","46","91",".505","13","29",".448","18","25",".720","14","53","35","6","6","17","28"
"7597","DEN","75",2018-03-27,"Away","TOR","L","110","114","42","89",".472","13","30",".433","13","14",".929","10","40","26","6","6","11","16","47","92",".511","13","34",".382","7","9",".778","9","37","33","6","16","9","18"
"7697","DEN","76",2018-03-30,"Away","OKC","W","126","125","49","94",".521","10","30",".333","18","21",".857","12","58","27","4","5","15","24","45","108",".417","20","44",".455","15","27",".556","18","50","25","13","2","8","22"
"7797","DEN","77",2018-04-01,"Home","MIL","W","128","125","40","90",".444","11","36",".306","37","46",".804","17","57","27","2","8","17","23","45","100",".450","12","33",".364","23","27",".852","11","45","27","9","3","9","37"
"7897","DEN","78",2018-04-03,"Home","IND","W","107","104","41","89",".461","10","32",".313","15","20",".750","13","49","31","10","8","16","19","41","84",".488","9","19",".474","13","16",".813","6","35","23","11","4","13","24"
"7997","DEN","79",2018-04-05,"Home","MIN","W","100","96","35","89",".393","11","36",".306","19","22",".864","13","47","21","3","7","10","17","39","91",".429","6","24",".250","12","16",".750","12","47","22","4","1","8","19"
"8097","DEN","80",2018-04-07,"Away","LAC","W","134","115","53","85",".624","12","29",".414","16","23",".696","7","33","36","4","6","7","26","43","87",".494","6","17",".353","23","34",".676","15","38","25","6","0","10","19"
"81102","DEN","81",2018-04-09,"Home","POR","W","88","82","31","83",".373","6","26",".231","20","26",".769","10","52","22","7","5","12","18","31","94",".330","7","33",".212","13","18",".722","18","57","10","8","2","17","28"
"8297","DEN","82",2018-04-11,"Away","MIN","L","106","112","41","90",".456","13","32",".406","11","18",".611","10","47","19","4","4","12","22","42","89",".472","9","23",".391","19","25",".760","8","40","24","10","2","8","19"
"1400","DET","1",2017-10-18,"Home","CHO","W","102","90","41","96",".427","9","26",".346","11","12",".917","9","47","24","14","3","8","21","29","73",".397","9","30",".300","23","29",".793","3","47","16","4","3","17","15"
"2400","DET","2",2017-10-20,"Away","WAS","L","111","115","43","87",".494","10","23",".435","15","20",".750","10","33","19","12","1","19","32","40","75",".533","6","17",".353","29","35",".829","7","37","25","12","7","16","18"
"3400","DET","3",2017-10-21,"Away","NYK","W","111","107","44","91",".484","9","30",".300","14","15",".933","15","43","21","5","2","12","25","37","81",".457","8","30",".267","25","31",".806","12","39","20","6","2","12","21"
"4400","DET","4",2017-10-23,"Home","PHI","L","86","97","33","85",".388","6","30",".200","14","19",".737","9","39","14","5","2","14","21","35","75",".467","9","24",".375","18","24",".750","8","49","25","11","0","21","24"
"5400","DET","5",2017-10-25,"Home","MIN","W","122","101","48","92",".522","15","34",".441","11","17",".647","12","47","32","7","3","14","22","37","85",".435","9","25",".360","18","21",".857","7","37","19","5","4","14","19"
"6400","DET","6",2017-10-28,"Away","LAC","W","95","87","36","88",".409","9","28",".321","14","21",".667","12","50","16","11","6","12","20","28","84",".333","15","38",".395","16","22",".727","15","51","19","6","6","18","18"
"7400","DET","7",2017-10-29,"Away","GSW","W","115","107","43","93",".462","12","27",".444","17","17","1.000","17","37","22","16","0","13","9","44","77",".571","10","27",".370","9","12",".750","10","40","29","3","11","25","14"
"8203","DET","8",2017-10-31,"Away","LAL","L","93","113","41","94",".436","10","33",".303","1","3",".333","10","44","21","7","3","12","11","45","91",".495","12","26",".462","11","14",".786","11","53","30","9","5","14","14"
"998","DET","9",2017-11-03,"Home","MIL","W","105","96","37","78",".474","8","26",".308","23","28",".821","7","39","21","10","4","12","11","39","83",".470","10","25",".400","8","9",".889","7","36","27","6","6","13","24"
"1098","DET","10",2017-11-04,"Home","SAC","W","108","99","40","79",".506","13","24",".542","15","22",".682","8","35","28","10","3","14","19","40","76",".526","10","21",".476","9","13",".692","3","32","24","6","1","17","23"
"11137","DET","11",2017-11-08,"Home","IND","W","114","97","43","83",".518","12","27",".444","16","25",".640","8","50","25","3","5","15","22","38","88",".432","7","24",".292","14","18",".778","7","38","22","8","3","15","24"
"12114","DET","12",2017-11-10,"Home","ATL","W","111","104","39","89",".438","12","30",".400","21","27",".778","20","51","23","7","5","17","18","44","89",".494","8","24",".333","8","11",".727","11","45","28","11","7","15","21"
"13101","DET","13",2017-11-12,"Home","MIA","W","112","103","42","87",".483","14","28",".500","14","20",".700","11","54","24","2","5","13","17","39","90",".433","13","37",".351","12","16",".750","7","39","25","8","5","9","22"
"1498","DET","14",2017-11-15,"Away","MIL","L","95","99","30","85",".353","15","37",".405","20","23",".870","17","45","23","7","3","16","20","38","78",".487","8","22",".364","15","21",".714","11","43","24","10","16","15","19"
"1598","DET","15",2017-11-17,"Away","IND","L","100","107","39","93",".419","14","33",".424","8","10",".800","11","43","20","4","8","11","18","39","89",".438","15","28",".536","14","21",".667","13","51","22","4","5","10","13"
"1698","DET","16",2017-11-19,"Away","MIN","W","100","97","39","83",".470","8","25",".320","14","20",".700","11","37","25","10","2","19","21","40","78",".513","5","22",".227","12","18",".667","6","38","23","11","4","20","20"
"1798","DET","17",2017-11-20,"Home","CLE","L","88","116","34","77",".442","13","30",".433","7","13",".538","7","34","23","7","2","14","19","42","80",".525","16","33",".485","16","17",".941","7","42","28","4","2","11","14"
"1898","DET","18",2017-11-24,"Away","OKC","W","99","98","39","84",".464","14","37",".378","7","9",".778","8","43","22","6","5","20","17","42","98",".429","8","32",".250","6","8",".750","13","45","22","13","6","14","12"
"1998","DET","19",2017-11-27,"Away","BOS","W","118","108","44","85",".518","11","25",".440","19","23",".826","8","40","26","8","2","8","19","40","77",".519","16","33",".485","12","21",".571","5","36","27","2","4","17","23"
"2098","DET","20",2017-11-29,"Home","PHO","W","131","107","51","89",".573","13","28",".464","16","21",".762","5","44","31","11","6","19","22","39","84",".464","7","22",".318","22","28",".786","8","37","21","11","4","19","19"
"21137","DET","21",2017-12-01,"Away","WAS","L","91","109","35","79",".443","9","30",".300","12","19",".632","4","32","20","7","5","15","21","43","89",".483","7","21",".333","16","19",".842","16","49","28","12","6","11","20"
"22114","DET","22",2017-12-02,"Away","PHI","L","103","108","34","78",".436","9","31",".290","26","32",".813","7","36","20","8","2","16","27","35","86",".407","10","28",".357","28","32",".875","17","47","27","7","4","17","24"
"23101","DET","23",2017-12-04,"Away","SAS","L","93","96","35","85",".412","8","27",".296","15","24",".625","7","42","15","8","2","10","22","35","82",".427","14","31",".452","12","12","1.000","10","51","30","2","7","16","20"
"2498","DET","24",2017-12-06,"Away","MIL","L","100","104","36","87",".414","10","30",".333","18","27",".667","17","46","20","5","0","11","20","39","79",".494","8","22",".364","18","26",".692","13","41","22","7","5","12","21"
"2598","DET","25",2017-12-08,"Home","GSW","L","98","102","38","92",".413","12","27",".444","10","19",".526","15","49","20","8","2","11","17","39","81",".481","7","26",".269","17","22",".773","5","45","29","5","15","14","19"
"2698","DET","26",2017-12-10,"Home","BOS","L","81","91","28","84",".333","10","33",".303","15","19",".789","11","46","14","7","4","9","16","33","79",".418","11","30",".367","14","18",".778","9","50","16","4","4","13","18"
"2798","DET","27",2017-12-12,"Home","DEN","L","84","103","28","79",".354","9","25",".360","19","22",".864","11","40","17","7","2","20","16","40","79",".506","10","30",".333","13","14",".929","6","44","27","8","3","17","15"
"2898","DET","28",2017-12-14,"Away","ATL","W","105","91","41","90",".456","13","30",".433","10","12",".833","14","46","26","10","3","15","23","32","70",".457","11","31",".355","16","26",".615","7","34","28","6","6","16","12"
"2998","DET","29",2017-12-15,"Away","IND","W","104","98","39","93",".419","13","32",".406","13","17",".765","11","44","22","7","10","9","21","35","87",".402","9","30",".300","19","25",".760","15","51","21","6","4","13","14"
"3098","DET","30",2017-12-17,"Home","ORL","W","114","110","42","89",".472","17","34",".500","13","16",".813","7","39","27","11","3","13","17","41","85",".482","17","33",".515","11","17",".647","8","40","27","6","4","16","16"
"31137","DET","31",2017-12-20,"Away","DAL","L","93","110","33","77",".429","7","24",".292","20","22",".909","6","38","19","4","2","12","19","40","75",".533","14","30",".467","16","20",".800","4","37","22","6","7","12","17"
"32114","DET","32",2017-12-22,"Home","NYK","W","104","101","38","88",".432","10","25",".400","18","25",".720","15","44","19","8","5","11","11","44","97",".454","8","24",".333","5","6",".833","16","51","25","6","9","14","20"
"33101","DET","33",2017-12-26,"Home","IND","W","107","83","41","82",".500","12","34",".353","13","16",".813","10","46","26","5","1","10","17","34","77",".442","6","21",".286","9","13",".692","5","26","18","6","3","12","19"
"3498","DET","34",2017-12-28,"Away","ORL","L","89","102","35","87",".402","9","23",".391","10","14",".714","9","41","20","5","4","15","18","37","82",".451","11","26",".423","17","17","1.000","9","48","22","10","3","18","18"
"3598","DET","35",2017-12-30,"Home","SAS","W","93","79","36","81",".444","8","24",".333","13","16",".813","6","45","22","10","1","11","11","31","84",".369","5","26",".192","12","13",".923","10","46","18","8","5","14","13"
"3698","DET","36",2018-01-03,"Away","MIA","L","104","111","41","86",".477","9","24",".375","13","16",".813","5","35","21","4","2","9","14","43","84",".512","17","34",".500","8","11",".727","7","41","29","6","3","12","16"
"3798","DET","37",2018-01-05,"Away","PHI","L","78","114","30","78",".385","7","22",".318","11","19",".579","6","34","20","9","4","12","14","44","90",".489","14","30",".467","12","13",".923","13","55","29","5","4","12","17"
"3898","DET","38",2018-01-06,"Home","HOU","W","108","101","38","75",".507","12","25",".480","20","27",".741","5","35","21","8","4","11","15","38","90",".422","15","47",".319","10","11",".909","12","42","29","5","4","13","20"
"3998","DET","39",2018-01-08,"Away","NOP","L","109","112","41","93",".441","8","27",".296","19","22",".864","12","39","22","5","4","12","18","46","82",".561","6","22",".273","14","21",".667","9","41","31","7","9","16","18"
"4098","DET","40",2018-01-10,"Away","BRK","W","114","80","48","93",".516","10","21",".476","8","12",".667","11","54","24","10","4","13","14","27","74",".365","12","37",".324","14","15",".933","2","35","19","11","2","17","11"
"41137","DET","41",2018-01-13,"Away","CHI","L","105","107","41","92",".446","12","29",".414","11","14",".786","13","45","28","8","7","12","11","42","87",".483","17","36",".472","6","9",".667","6","40","27","10","8","14","11"
"42114","DET","42",2018-01-15,"Home","CHO","L","107","118","42","86",".488","15","29",".517","8","11",".727","3","38","27","10","5","16","24","43","84",".512","10","21",".476","22","33",".667","9","49","21","9","4","15","11"
"43101","DET","43",2018-01-17,"Away","TOR","L","91","96","37","88",".420","10","28",".357","7","15",".467","11","42","22","14","7","14","20","34","80",".425","11","31",".355","17","23",".739","12","49","24","6","8","20","20"
"4498","DET","44",2018-01-19,"Home","WAS","L","112","122","40","80",".500","10","30",".333","22","26",".846","7","35","25","8","3","14","22","41","82",".500","16","35",".457","24","27",".889","8","34","28","10","4","13","20"
"4598","DET","45",2018-01-21,"Home","BRK","L","100","101","38","90",".422","9","29",".310","15","17",".882","7","43","21","3","4","6","19","37","80",".463","13","31",".419","14","20",".700","7","46","23","1","3","15","18"
"4698","DET","46",2018-01-24,"Home","UTA","L","95","98","38","97",".392","7","31",".226","12","18",".667","15","57","23","10","7","19","16","38","96",".396","10","31",".323","12","16",".750","9","44","24","11","9","14","15"
"4798","DET","47",2018-01-27,"Home","OKC","L","108","121","39","84",".464","12","33",".364","18","24",".750","13","43","24","4","3","16","20","45","93",".484","14","33",".424","17","23",".739","13","43","23","9","2","9","20"
"4898","DET","48",2018-01-28,"Away","CLE","L","104","121","40","95",".421","14","36",".389","10","13",".769","7","43","31","5","6","6","23","42","83",".506","15","35",".429","22","26",".846","4","45","27","2","3","10","14"
"4998","DET","49",2018-01-30,"Home","CLE","W","125","114","49","93",".527","9","23",".391","18","28",".643","8","47","30","12","5","10","27","38","84",".452","13","35",".371","25","32",".781","7","41","24","2","5","15","22"
"5098","DET","50",2018-02-01,"Home","MEM","W","104","102","35","76",".461","7","25",".280","27","37",".730","4","41","20","8","4","7","19","40","96",".417","8","31",".258","14","14","1.000","10","49","22","3","3","9","24"
"51137","DET","51",2018-02-03,"Home","MIA","W","111","107","44","84",".524","9","26",".346","14","17",".824","13","49","23","7","5","17","12","44","91",".484","14","36",".389","5","7",".714","7","33","30","13","4","11","14"
"52114","DET","52",2018-02-05,"Home","POR","W","111","91","44","88",".500","15","30",".500","8","12",".667","10","51","36","7","4","14","14","37","94",".394","10","33",".303","7","8",".875","13","45","18","9","5","13","14"
"53101","DET","53",2018-02-07,"Home","BRK","W","115","106","44","92",".478","9","24",".375","18","25",".720","8","46","20","10","3","7","12","39","90",".433","17","51",".333","11","12",".917","8","50","33","4","6","19","20"
"5498","DET","54",2018-02-09,"Home","LAC","L","95","108","36","88",".409","10","31",".323","13","17",".765","7","40","22","5","5","9","16","42","91",".462","10","30",".333","14","15",".933","14","57","23","6","3","9","16"
"5598","DET","55",2018-02-11,"Away","ATL","L","115","118","38","83",".458","13","33",".394","26","33",".788","12","40","30","6","4","15","28","38","78",".487","10","29",".345","32","37",".865","4","35","27","10","3","13","26"
"5698","DET","56",2018-02-12,"Home","NOP","L","103","118","35","95",".368","9","35",".257","24","32",".750","14","54","18","5","3","14","19","44","100",".440","14","34",".412","16","16","1.000","10","53","31","6","7","11","25"
"5798","DET","57",2018-02-14,"Home","ATL","W","104","98","35","83",".422","13","33",".394","21","25",".840","10","47","26","3","5","16","18","38","89",".427","6","33",".182","16","19",".842","8","43","25","9","4","11","21"
"5898","DET","58",2018-02-23,"Home","BOS","L","98","110","37","85",".435","10","33",".303","14","21",".667","12","45","16","4","4","13","18","41","85",".482","17","39",".436","11","18",".611","10","42","30","8","5","11","22"
"5998","DET","59",2018-02-25,"Away","CHO","L","98","114","42","85",".494","4","18",".222","10","14",".714","8","41","23","4","2","17","22","42","88",".477","16","35",".457","14","23",".609","13","47","28","9","4","18","19"
"6098","DET","60",2018-02-26,"Away","TOR","L","94","123","36","94",".383","7","22",".318","15","20",".750","13","42","20","11","3","13","22","42","80",".525","17","38",".447","22","23",".957","6","47","31","10","7","18","18"
"61137","DET","61",2018-02-28,"Home","MIL","W","110","87","42","95",".442","9","29",".310","17","22",".773","22","57","26","9","0","9","20","28","73",".384","8","24",".333","23","28",".821","6","35","16","7","3","13","20"
"62114","DET","62",2018-03-02,"Away","ORL","L","106","115","40","92",".435","12","29",".414","14","24",".583","13","43","22","10","1","14","17","44","86",".512","13","36",".361","14","19",".737","7","45","34","8","3","16","23"
"63101","DET","63",2018-03-03,"Away","MIA","L","96","105","37","89",".416","7","24",".292","15","21",".714","17","46","18","8","2","18","23","37","82",".451","12","29",".414","19","28",".679","15","45","19","11","5","13","20"
"6498","DET","64",2018-03-05,"Away","CLE","L","90","112","34","87",".391","12","34",".353","10","15",".667","8","40","17","9","6","11","22","43","88",".489","12","33",".364","14","17",".824","11","53","29","8","2","14","18"
"6598","DET","65",2018-03-07,"Home","TOR","L","119","121","44","90",".489","13","26",".500","18","23",".783","9","51","27","2","7","16","23","45","101",".446","12","40",".300","19","21",".905","11","47","33","9","7","9","20"
"6698","DET","66",2018-03-09,"Home","CHI","W","99","83","38","81",".469","9","27",".333","14","18",".778","11","50","22","8","9","16","13","33","93",".355","9","31",".290","8","10",".800","10","42","19","11","0","13","19"
"6798","DET","67",2018-03-13,"Away","UTA","L","79","110","30","80",".375","5","25",".200","14","19",".737","8","32","14","14","4","17","23","42","76",".553","13","34",".382","13","23",".565","11","52","29","10","5","22","22"
"6898","DET","68",2018-03-15,"Away","DEN","L","113","120","44","92",".478","14","27",".519","11","17",".647","9","41","30","8","4","11","20","43","85",".506","12","28",".429","22","28",".786","10","45","26","7","8","15","15"
"6998","DET","69",2018-03-17,"Away","POR","L","87","100","31","80",".388","10","25",".400","15","20",".750","8","43","17","6","2","12","16","38","87",".437","8","31",".258","16","18",".889","9","49","23","8","8","11","17"
"7098","DET","70",2018-03-19,"Away","SAC","W","106","90","37","79",".468","14","29",".483","18","22",".818","6","44","17","6","5","9","11","40","88",".455","6","23",".261","4","9",".444","8","39","23","7","3","13","21"
"71137","DET","71",2018-03-20,"Away","PHO","W","115","88","43","97",".443","15","36",".417","14","16",".875","12","50","22","12","14","8","16","34","90",".378","7","34",".206","13","20",".650","12","49","22","1","8","19","16"
"72114","DET","72",2018-03-22,"Away","HOU","L","96","100","40","95",".421","6","38",".158","10","19",".526","16","66","22","9","5","15","17","35","99",".354","12","51",".235","18","28",".643","12","52","19","9","3","12","19"
"73101","DET","73",2018-03-24,"Home","CHI","W","117","95","43","87",".494","16","42",".381","15","18",".833","12","49","33","6","7","13","11","39","97",".402","11","35",".314","6","9",".667","14","44","27","10","1","12","20"
"7498","DET","74",2018-03-26,"Home","LAL","W","112","106","44","100",".440","13","33",".394","11","15",".733","10","50","21","4","2","7","26","40","85",".471","6","23",".261","20","25",".800","6","47","29","3","7","10","20"
"7598","DET","75",2018-03-29,"Home","WAS","W","103","92","41","84",".488","6","21",".286","15","20",".750","10","44","26","9","3","16","14","37","89",".416","6","32",".188","12","15",".800","12","43","28","9","6","15","19"
"7698","DET","76",2018-03-31,"Away","NYK","W","115","109","44","85",".518","10","24",".417","17","22",".773","10","43","24","8","5","9","15","43","91",".473","13","29",".448","10","12",".833","9","40","31","4","1","14","18"
"7798","DET","77",2018-04-01,"Away","BRK","W","108","96","38","84",".452","7","19",".368","25","32",".781","10","53","17","9","3","9","16","37","87",".425","12","43",".279","10","15",".667","6","40","23","5","5","12","22"
"7898","DET","78",2018-04-04,"Home","PHI","L","108","115","39","88",".443","16","36",".444","14","23",".609","9","42","30","4","5","17","19","44","89",".494","13","30",".433","14","19",".737","7","44","32","11","3","13","17"
"7998","DET","79",2018-04-06,"Home","DAL","W","113","106","46","92",".500","12","30",".400","9","17",".529","6","49","24","6","4","11","19","40","92",".435","13","39",".333","13","18",".722","10","46","26","7","5","12","20"
"8098","DET","80",2018-04-08,"Away","MEM","L","117","130","38","93",".409","23","47",".489","18","23",".783","14","38","30","10","0","12","18","48","83",".578","16","33",".485","18","24",".750","8","43","36","11","4","12","18"
"81103","DET","81",2018-04-09,"Home","TOR","L","98","108","35","78",".449","9","30",".300","19","25",".760","4","33","22","7","2","3","11","46","87",".529","12","39",".308","4","4","1.000","8","48","27","3","5","9","17"
"8298","DET","82",2018-04-11,"Away","CHI","W","119","87","47","89",".528","15","35",".429","10","10","1.000","7","47","27","12","4","11","21","32","86",".372","11","34",".324","12","18",".667","12","40","21","8","1","18","15"
"1401","GSW","1",2017-10-17,"Home","HOU","L","121","122","43","80",".538","16","30",".533","19","21",".905","6","41","34","5","9","17","25","47","97",".485","15","41",".366","13","19",".684","10","43","28","9","5","12","16"
"2401","GSW","2",2017-10-20,"Away","NOP","W","128","120","47","91",".516","18","40",".450","16","20",".800","10","49","29","6","8","18","23","45","98",".459","16","36",".444","14","22",".636","16","51","26","8","4","17","19"
"3401","GSW","3",2017-10-21,"Away","MEM","L","101","111","33","84",".393","12","38",".316","23","27",".852","12","46","20","10","7","17","28","36","77",".468","10","27",".370","29","37",".784","6","40","20","8","4","14","25"
"4401","GSW","4",2017-10-23,"Away","DAL","W","133","103","48","86",".558","15","39",".385","22","26",".846","10","50","33","6","8","16","23","38","96",".396","9","29",".310","18","30",".600","14","42","21","11","0","12","20"
